month,cpi
2020-08,905.5579364931934
2020-09,906.8191495411952
2020-10,907.1954230472289
2020-11,906.6414648300126
2020-12,907.495048246478
2021-01,911.3553356972681
2021-02,916.3444436661593
2021-03,922.8351616452404
2021-04,930.419860002975
2021-05,937.8791338586985
2021-06,946.5926527345345
2021-07,951.1462589603309
2021-08,953.1112428251736
2021-09,955.6998651861276
2021-10,963.6399329662273
2021-11,968.3747079171512
2021-12,971.3500558259733
2022-01,979.5235525403718
2022-02,988.4705003505062
2022-03,1001.6679451732435
2022-04,1007.2597875545774
2022-05,1018.3633399965161
2022-06,1032.351655984713
2022-07,1032.2297154966466
2022-08,1031.8638940324472
2022-09,1034.083210915257
2022-10,1038.2779637047438
2022-11,1037.229275507372
2022-12,1034.0448867618647
2023-01,1042.3124518527716
2023-02,1048.1307551405148
2023-03,1051.6008330294922
2023-04,1056.920922323135
2023-05,1059.582708976929
2023-06,1063.0040106706797
2023-07,1065.031706786528
2023-08,1069.682865402778
2023-09,1072.341168042627
2023-10,1071.9300543971458
2023-11,1069.7699657513967
2023-12,1068.707341498246
2024-01,1074.529128799934
2024-02,1081.180111420474
2024-03,1088.1690433936553
2024-04,1092.405604350479
2024-05,1094.2207756156972
2024-06,1094.5900810938415
2024-07,1095.8617461836775
2024-08,1096.753653753535
2024-09,1098.513080795637
2024-10,1099.7777778575835
2024-11,1099.1820114730303
2024-12,1099.572221034843
2025-01,1106.7701938447096
2025-02,1111.686137520761
2025-03,1114.1841755191513
2025-04,1117.6542534081289
2025-05,1119.9885427511153
2025-06,1123.8070220345685
2025-07,1125.5037368256649
2025-08,1128.736901766399
2025-09,1131.6077292568782
2025-11,1129.2455678023332
2025-12,1129.0086548540896
2026-01,1133.182503559908
2026-02,1138.5234969372195
2026-03,1150.4666967398446
2026-04,1160.2463238827756
2026-05,1167.5732052085984
2026-06,1163.4934248792886
2026-07,1163.374968405167
